season_week,season,week,n,actual_elim,rank_bottom2,rank_elim_original,rank_elim_judge_lowest,rank_elim_judge_fan_safe,rank_elim_judge_fan_drama,pct_bottom2,pct_elim_original,pct_elim_judge_lowest,pct_elim_judge_fan_safe,pct_elim_judge_fan_drama,rank_judge_lowest_correct,pct_judge_lowest_correct
2_5,2,5,6,Tia Carrere_Maksim Chmerkoskiy_2,"['Tia Carrere_Maksim Chmerkoskiy_2', 'Drew Lachey_Cheryl Burke_2']",Tia Carrere_Maksim Chmerkoskiy_2,Tia Carrere_Maksim Chmerkoskiy_2,Tia Carrere_Maksim Chmerkoskiy_2,Drew Lachey_Cheryl Burke_2,"['Tia Carrere_Maksim Chmerkoskiy_2', 'Lisa Rinna_Louis van Amstel_2']",Tia Carrere_Maksim Chmerkoskiy_2,Tia Carrere_Maksim Chmerkoskiy_2,Tia Carrere_Maksim Chmerkoskiy_2,Lisa Rinna_Louis van Amstel_2,1,1
2_6,2,6,5,George Hamilton_Edyta Sliwinska_2,"['Lisa Rinna_Louis van Amstel_2', 'George Hamilton_Edyta Sliwinska_2']",Lisa Rinna_Louis van Amstel_2,George Hamilton_Edyta Sliwinska_2,Lisa Rinna_Louis van Amstel_2,George Hamilton_Edyta Sliwinska_2,"['George Hamilton_Edyta Sliwinska_2', 'Lisa Rinna_Louis van Amstel_2']",George Hamilton_Edyta Sliwinska_2,George Hamilton_Edyta Sliwinska_2,Lisa Rinna_Louis van Amstel_2,George Hamilton_Edyta Sliwinska_2,1,1
2_7,2,7,4,Lisa Rinna_Louis van Amstel_2,"['Lisa Rinna_Louis van Amstel_2', 'Stacy Keibler_Tony Dovolani_2']",Lisa Rinna_Louis van Amstel_2,Lisa Rinna_Louis van Amstel_2,Stacy Keibler_Tony Dovolani_2,Lisa Rinna_Louis van Amstel_2,"['Lisa Rinna_Louis van Amstel_2', 'Stacy Keibler_Tony Dovolani_2']",Lisa Rinna_Louis van Amstel_2,Lisa Rinna_Louis van Amstel_2,Stacy Keibler_Tony Dovolani_2,Lisa Rinna_Louis van Amstel_2,1,1
30_2,30,2,15,Martin Kove_Britt Stewart_30,"['Martin Kove_Britt Stewart_30', 'Melanie C_Gleb Savchenko_30']",Martin Kove_Britt Stewart_30,Martin Kove_Britt Stewart_30,Martin Kove_Britt Stewart_30,Martin Kove_Britt Stewart_30,"['Martin Kove_Britt Stewart_30', 'Christine Chiu_Pasha Pashkov_30']",Martin Kove_Britt Stewart_30,Martin Kove_Britt Stewart_30,Martin Kove_Britt Stewart_30,Christine Chiu_Pasha Pashkov_30,1,1
30_3,30,3,14,Christine Chiu_Pasha Pashkov_30,"['Christine Chiu_Pasha Pashkov_30', 'Melora Hardin_Artem Chigvintsev_30']",Christine Chiu_Pasha Pashkov_30,Christine Chiu_Pasha Pashkov_30,Melora Hardin_Artem Chigvintsev_30,Christine Chiu_Pasha Pashkov_30,"['Christine Chiu_Pasha Pashkov_30', 'Suni Lee_Sasha Farber_30']",Christine Chiu_Pasha Pashkov_30,Christine Chiu_Pasha Pashkov_30,Christine Chiu_Pasha Pashkov_30,Suni Lee_Sasha Farber_30,1,1
30_5,30,5,11,Melanie C_Gleb Savchenko_30,"['Suni Lee_Sasha Farber_30', 'Melanie C_Gleb Savchenko_30']",Suni Lee_Sasha Farber_30,Suni Lee_Sasha Farber_30,Suni Lee_Sasha Farber_30,Suni Lee_Sasha Farber_30,"['Kenya Moore_Brandon Armstrong_30', 'Melanie C_Gleb Savchenko_30']",Kenya Moore_Brandon Armstrong_30,Kenya Moore_Brandon Armstrong_30,Kenya Moore_Brandon Armstrong_30,Kenya Moore_Brandon Armstrong_30,0,0
30_6,30,6,10,Kenya Moore_Brandon Armstrong_30,"['Kenya Moore_Brandon Armstrong_30', 'Melora Hardin_Artem Chigvintsev_30']",Kenya Moore_Brandon Armstrong_30,Kenya Moore_Brandon Armstrong_30,Kenya Moore_Brandon Armstrong_30,Kenya Moore_Brandon Armstrong_30,"['Kenya Moore_Brandon Armstrong_30', 'Melora Hardin_Artem Chigvintsev_30']",Kenya Moore_Brandon Armstrong_30,Kenya Moore_Brandon Armstrong_30,Kenya Moore_Brandon Armstrong_30,Kenya Moore_Brandon Armstrong_30,1,1
30_7,30,7,9,"Mike ""The Miz"" Mizanin_Witney Carson_30","['Suni Lee_Sasha Farber_30', 'Mike ""The Miz"" Mizanin_Witney Carson_30']",Suni Lee_Sasha Farber_30,"Mike ""The Miz"" Mizanin_Witney Carson_30",Suni Lee_Sasha Farber_30,"Mike ""The Miz"" Mizanin_Witney Carson_30","['Amanda Kloots_Alan Bersten_30', 'Suni Lee_Sasha Farber_30']",Amanda Kloots_Alan Bersten_30,Amanda Kloots_Alan Bersten_30,Amanda Kloots_Alan Bersten_30,Amanda Kloots_Alan Bersten_30,1,0
31_1,31,1,16,Jason Lewis_Peta Murgatroyd_31,"['Jason Lewis_Peta Murgatroyd_31', 'Selma Blair_Sasha Farber_31']",Jason Lewis_Peta Murgatroyd_31,Jason Lewis_Peta Murgatroyd_31,Selma Blair_Sasha Farber_31,Jason Lewis_Peta Murgatroyd_31,"['Jason Lewis_Peta Murgatroyd_31', 'Cheryl Ladd_Louis van Amstel_31']",Jason Lewis_Peta Murgatroyd_31,Jason Lewis_Peta Murgatroyd_31,Jason Lewis_Peta Murgatroyd_31,Cheryl Ladd_Louis van Amstel_31,1,1
31_2,31,2,15,Teresa Giudice_Pasha Pashkov_31,"['Teresa Giudice_Pasha Pashkov_31', 'Gabby Windey_Valentin Chmerkovskiy_31']",Teresa Giudice_Pasha Pashkov_31,Teresa Giudice_Pasha Pashkov_31,Gabby Windey_Valentin Chmerkovskiy_31,Teresa Giudice_Pasha Pashkov_31,"['Teresa Giudice_Pasha Pashkov_31', 'Jordin Sparks_Brandon Armstrong_31']",Teresa Giudice_Pasha Pashkov_31,Teresa Giudice_Pasha Pashkov_31,Teresa Giudice_Pasha Pashkov_31,Jordin Sparks_Brandon Armstrong_31,1,1
31_3,31,3,14,Cheryl Ladd_Louis van Amstel_31,"['Cheryl Ladd_Louis van Amstel_31', 'Jordin Sparks_Brandon Armstrong_31']",Cheryl Ladd_Louis van Amstel_31,Cheryl Ladd_Louis van Amstel_31,Jordin Sparks_Brandon Armstrong_31,Cheryl Ladd_Louis van Amstel_31,"['Cheryl Ladd_Louis van Amstel_31', 'Selma Blair_Sasha Farber_31']",Cheryl Ladd_Louis van Amstel_31,Cheryl Ladd_Louis van Amstel_31,Cheryl Ladd_Louis van Amstel_31,Selma Blair_Sasha Farber_31,1,1
31_4,31,4,13,Sam Champion_Cheryl Burke_31,"['Sam Champion_Cheryl Burke_31', 'Selma Blair_Sasha Farber_31']",Sam Champion_Cheryl Burke_31,Sam Champion_Cheryl Burke_31,Selma Blair_Sasha Farber_31,Sam Champion_Cheryl Burke_31,"['Sam Champion_Cheryl Burke_31', 'Jessie James Decker_Alan Bersten_31']",Sam Champion_Cheryl Burke_31,Sam Champion_Cheryl Burke_31,Sam Champion_Cheryl Burke_31,Jessie James Decker_Alan Bersten_31,1,1
31_5,31,5,12,Joseph Baena_Daniella Karagach_31,"['Jordin Sparks_Brandon Armstrong_31', 'Joseph Baena_Daniella Karagach_31']",Jordin Sparks_Brandon Armstrong_31,Joseph Baena_Daniella Karagach_31,Jordin Sparks_Brandon Armstrong_31,Joseph Baena_Daniella Karagach_31,"['Joseph Baena_Daniella Karagach_31', 'Jordin Sparks_Brandon Armstrong_31']",Joseph Baena_Daniella Karagach_31,Joseph Baena_Daniella Karagach_31,Jordin Sparks_Brandon Armstrong_31,Joseph Baena_Daniella Karagach_31,1,1
31_6,31,6,10,Jessie James Decker_Alan Bersten_31,"['Jordin Sparks_Brandon Armstrong_31', 'Jessie James Decker_Alan Bersten_31']",Jordin Sparks_Brandon Armstrong_31,Jessie James Decker_Alan Bersten_31,Jordin Sparks_Brandon Armstrong_31,Jessie James Decker_Alan Bersten_31,"['Jessie James Decker_Alan Bersten_31', 'Jordin Sparks_Brandon Armstrong_31']",Jessie James Decker_Alan Bersten_31,Jessie James Decker_Alan Bersten_31,Jordin Sparks_Brandon Armstrong_31,Jessie James Decker_Alan Bersten_31,1,1
31_7,31,7,9,Jordin Sparks_Brandon Armstrong_31,"['Jordin Sparks_Brandon Armstrong_31', 'Shangela_Gleb Savchenko_31']",Jordin Sparks_Brandon Armstrong_31,Jordin Sparks_Brandon Armstrong_31,Jordin Sparks_Brandon Armstrong_31,Shangela_Gleb Savchenko_31,"['Jordin Sparks_Brandon Armstrong_31', 'Wayne Brady_Witney Carson_31']",Jordin Sparks_Brandon Armstrong_31,Jordin Sparks_Brandon Armstrong_31,Jordin Sparks_Brandon Armstrong_31,Wayne Brady_Witney Carson_31,1,1
32_1,32,1,14,Matt Walsh_Koko Iwasaki_32,"['Matt Walsh_Koko Iwasaki_32', 'Jamie Lynn Spears_Alan Bersten_32']",Matt Walsh_Koko Iwasaki_32,Matt Walsh_Koko Iwasaki_32,Jamie Lynn Spears_Alan Bersten_32,Matt Walsh_Koko Iwasaki_32,"['Matt Walsh_Koko Iwasaki_32', 'Jamie Lynn Spears_Alan Bersten_32']",Matt Walsh_Koko Iwasaki_32,Matt Walsh_Koko Iwasaki_32,Jamie Lynn Spears_Alan Bersten_32,Matt Walsh_Koko Iwasaki_32,1,1
32_2,32,2,13,Jamie Lynn Spears_Alan Bersten_32,"['Jamie Lynn Spears_Alan Bersten_32', 'Mira Sorvino_Gleb Savchenko_32']",Jamie Lynn Spears_Alan Bersten_32,Jamie Lynn Spears_Alan Bersten_32,Jamie Lynn Spears_Alan Bersten_32,Mira Sorvino_Gleb Savchenko_32,"['Jamie Lynn Spears_Alan Bersten_32', 'Mira Sorvino_Gleb Savchenko_32']",Jamie Lynn Spears_Alan Bersten_32,Jamie Lynn Spears_Alan Bersten_32,Jamie Lynn Spears_Alan Bersten_32,Mira Sorvino_Gleb Savchenko_32,1,1
32_3,32,3,12,Tyson Beckford_Jenna Johnson_32,"['Mauricio Umansky_Emma Slater_32', 'Mira Sorvino_Gleb Savchenko_32']",Mauricio Umansky_Emma Slater_32,Mauricio Umansky_Emma Slater_32,Mira Sorvino_Gleb Savchenko_32,Mauricio Umansky_Emma Slater_32,"['Mauricio Umansky_Emma Slater_32', 'Mira Sorvino_Gleb Savchenko_32']",Mauricio Umansky_Emma Slater_32,Mauricio Umansky_Emma Slater_32,Mira Sorvino_Gleb Savchenko_32,Mauricio Umansky_Emma Slater_32,0,0
32_4,32,4,11,Adrian Peterson_Britt Stewart_32,"['Mira Sorvino_Gleb Savchenko_32', 'Mauricio Umansky_Emma Slater_32']",Mira Sorvino_Gleb Savchenko_32,Mauricio Umansky_Emma Slater_32,Mira Sorvino_Gleb Savchenko_32,Mauricio Umansky_Emma Slater_32,"['Mauricio Umansky_Emma Slater_32', 'Mira Sorvino_Gleb Savchenko_32']",Mauricio Umansky_Emma Slater_32,Mauricio Umansky_Emma Slater_32,Mira Sorvino_Gleb Savchenko_32,Mauricio Umansky_Emma Slater_32,0,0
32_5,32,5,10,Mira Sorvino_Gleb Savchenko_32,"['Mira Sorvino_Gleb Savchenko_32', 'Mauricio Umansky_Emma Slater_32']",Mira Sorvino_Gleb Savchenko_32,Mira Sorvino_Gleb Savchenko_32,Mira Sorvino_Gleb Savchenko_32,Mira Sorvino_Gleb Savchenko_32,"['Mira Sorvino_Gleb Savchenko_32', 'Lele Pons_Brandon Armstrong_32']",Mira Sorvino_Gleb Savchenko_32,Mira Sorvino_Gleb Savchenko_32,Mira Sorvino_Gleb Savchenko_32,Mira Sorvino_Gleb Savchenko_32,1,1
32_6,32,6,9,Mauricio Umansky_Emma Slater_32,"['Lele Pons_Brandon Armstrong_32', 'Charity Lawson_Artem Chigvintsev_32']",Lele Pons_Brandon Armstrong_32,Lele Pons_Brandon Armstrong_32,Lele Pons_Brandon Armstrong_32,Charity Lawson_Artem Chigvintsev_32,"['Mauricio Umansky_Emma Slater_32', 'Lele Pons_Brandon Armstrong_32']",Mauricio Umansky_Emma Slater_32,Mauricio Umansky_Emma Slater_32,Lele Pons_Brandon Armstrong_32,Mauricio Umansky_Emma Slater_32,0,1
32_7,32,7,8,Lele Pons_Brandon Armstrong_32,"['Charity Lawson_Artem Chigvintsev_32', 'Lele Pons_Brandon Armstrong_32']",Charity Lawson_Artem Chigvintsev_32,Charity Lawson_Artem Chigvintsev_32,Charity Lawson_Artem Chigvintsev_32,Charity Lawson_Artem Chigvintsev_32,"['Charity Lawson_Artem Chigvintsev_32', 'Lele Pons_Brandon Armstrong_32']",Charity Lawson_Artem Chigvintsev_32,Charity Lawson_Artem Chigvintsev_32,Charity Lawson_Artem Chigvintsev_32,Charity Lawson_Artem Chigvintsev_32,0,0
32_8,32,8,7,Barry Williams_Peta Murgatroyd_32,"['Barry Williams_Peta Murgatroyd_32', 'Charity Lawson_Artem Chigvintsev_32']",Barry Williams_Peta Murgatroyd_32,Barry Williams_Peta Murgatroyd_32,Charity Lawson_Artem Chigvintsev_32,Barry Williams_Peta Murgatroyd_32,"['Barry Williams_Peta Murgatroyd_32', 'Charity Lawson_Artem Chigvintsev_32']",Barry Williams_Peta Murgatroyd_32,Barry Williams_Peta Murgatroyd_32,Charity Lawson_Artem Chigvintsev_32,Barry Williams_Peta Murgatroyd_32,1,1
32_9,32,9,6,Harry Jowsey_Rylee Arnold_32,"['Ariana Madix_Pasha Pashkov_32', 'Charity Lawson_Artem Chigvintsev_32']",Ariana Madix_Pasha Pashkov_32,Ariana Madix_Pasha Pashkov_32,Ariana Madix_Pasha Pashkov_32,Ariana Madix_Pasha Pashkov_32,"['Ariana Madix_Pasha Pashkov_32', 'Charity Lawson_Artem Chigvintsev_32']",Ariana Madix_Pasha Pashkov_32,Ariana Madix_Pasha Pashkov_32,Ariana Madix_Pasha Pashkov_32,Ariana Madix_Pasha Pashkov_32,0,0
33_4,33,4,9,Brooks Nader_Gleb Savchenko_33,"['Brooks Nader_Gleb Savchenko_33', 'Chandler Kinney_Brandon Armstrong_33']",Brooks Nader_Gleb Savchenko_33,Brooks Nader_Gleb Savchenko_33,Brooks Nader_Gleb Savchenko_33,Chandler Kinney_Brandon Armstrong_33,"['Brooks Nader_Gleb Savchenko_33', 'Chandler Kinney_Brandon Armstrong_33']",Brooks Nader_Gleb Savchenko_33,Brooks Nader_Gleb Savchenko_33,Brooks Nader_Gleb Savchenko_33,Chandler Kinney_Brandon Armstrong_33,1,1
33_5,33,5,8,Phaedra Parks_Val Chmerkovskiy_33,"['Phaedra Parks_Val Chmerkovskiy_33', 'Chandler Kinney_Brandon Armstrong_33']",Phaedra Parks_Val Chmerkovskiy_33,Phaedra Parks_Val Chmerkovskiy_33,Chandler Kinney_Brandon Armstrong_33,Phaedra Parks_Val Chmerkovskiy_33,"['Phaedra Parks_Val Chmerkovskiy_33', 'Dwight Howard\xa0_Daniella Karagach_33']",Phaedra Parks_Val Chmerkovskiy_33,Phaedra Parks_Val Chmerkovskiy_33,Phaedra Parks_Val Chmerkovskiy_33,Dwight Howard _Daniella Karagach_33,1,1
33_6,33,6,7,Jenn Tran_Sasha Farber_33,"['Chandler Kinney_Brandon Armstrong_33', 'Danny Amendola_Witney Carson_33']",Chandler Kinney_Brandon Armstrong_33,Danny Amendola_Witney Carson_33,Chandler Kinney_Brandon Armstrong_33,Danny Amendola_Witney Carson_33,"['Dwight Howard\xa0_Daniella Karagach_33', 'Jenn Tran_Sasha Farber_33']",Dwight Howard _Daniella Karagach_33,Dwight Howard _Daniella Karagach_33,Dwight Howard _Daniella Karagach_33,Jenn Tran_Sasha Farber_33,0,0
33_7,33,7,6,Dwight Howard _Daniella Karagach_33,"['Dwight Howard\xa0_Daniella Karagach_33', 'Chandler Kinney_Brandon Armstrong_33']",Dwight Howard _Daniella Karagach_33,Dwight Howard _Daniella Karagach_33,Chandler Kinney_Brandon Armstrong_33,Dwight Howard _Daniella Karagach_33,"['Dwight Howard\xa0_Daniella Karagach_33', 'Joey Graziadei_Jenna Johnson_33']",Dwight Howard _Daniella Karagach_33,Dwight Howard _Daniella Karagach_33,Joey Graziadei_Jenna Johnson_33,Dwight Howard _Daniella Karagach_33,1,1
34_10,34,10,6,Whitney Leavitt_Mark Ballas_34,"['Jordan Chiles_Ezra Sosa (Apolo Anton Ohno week 9)_34', 'Whitney Leavitt_Mark Ballas_34']",Jordan Chiles_Ezra Sosa (Apolo Anton Ohno week 9)_34,Jordan Chiles_Ezra Sosa (Apolo Anton Ohno week 9)_34,Jordan Chiles_Ezra Sosa (Apolo Anton Ohno week 9)_34,Jordan Chiles_Ezra Sosa (Apolo Anton Ohno week 9)_34,"['Jordan Chiles_Ezra Sosa (Apolo Anton Ohno week 9)_34', 'Alix Earle_Val Chmerkovskiy (Joey Graziadei week 9)_34']",Jordan Chiles_Ezra Sosa (Apolo Anton Ohno week 9)_34,Jordan Chiles_Ezra Sosa (Apolo Anton Ohno week 9)_34,Jordan Chiles_Ezra Sosa (Apolo Anton Ohno week 9)_34,Jordan Chiles_Ezra Sosa (Apolo Anton Ohno week 9)_34,0,0
34_3,34,3,12,Lauren Jauregui_Brandon Armstrong_34,"['Lauren Jauregui_Brandon Armstrong_34', 'Dylan Efron_Daniella Karagach (Rumer Willis week 9)_34']",Lauren Jauregui_Brandon Armstrong_34,Lauren Jauregui_Brandon Armstrong_34,Dylan Efron_Daniella Karagach (Rumer Willis week 9)_34,Lauren Jauregui_Brandon Armstrong_34,"['Lauren Jauregui_Brandon Armstrong_34', 'Hilaria Baldwin_Gleb Savchenko_34']",Lauren Jauregui_Brandon Armstrong_34,Lauren Jauregui_Brandon Armstrong_34,Hilaria Baldwin_Gleb Savchenko_34,Lauren Jauregui_Brandon Armstrong_34,1,1
34_4,34,4,11,Hilaria Baldwin_Gleb Savchenko_34,"['Hilaria Baldwin_Gleb Savchenko_34', 'Jen Affleck_Jan Ravnik_34']",Hilaria Baldwin_Gleb Savchenko_34,Hilaria Baldwin_Gleb Savchenko_34,Hilaria Baldwin_Gleb Savchenko_34,Jen Affleck_Jan Ravnik_34,"['Hilaria Baldwin_Gleb Savchenko_34', 'Jen Affleck_Jan Ravnik_34']",Hilaria Baldwin_Gleb Savchenko_34,Hilaria Baldwin_Gleb Savchenko_34,Hilaria Baldwin_Gleb Savchenko_34,Jen Affleck_Jan Ravnik_34,1,1
34_6,34,6,10,Scott Hoying_Rylee Arnold_34,"['Jen Affleck_Jan Ravnik_34', 'Scott Hoying_Rylee Arnold_34']",Jen Affleck_Jan Ravnik_34,Scott Hoying_Rylee Arnold_34,Jen Affleck_Jan Ravnik_34,Scott Hoying_Rylee Arnold_34,"['Scott Hoying_Rylee Arnold_34', 'Jen Affleck_Jan Ravnik_34']",Scott Hoying_Rylee Arnold_34,Scott Hoying_Rylee Arnold_34,Jen Affleck_Jan Ravnik_34,Scott Hoying_Rylee Arnold_34,1,1
34_7,34,7,9,Jen Affleck_Jan Ravnik_34,"['Jen Affleck_Jan Ravnik_34', 'Jordan Chiles_Ezra Sosa (Apolo Anton Ohno week 9)_34']",Jen Affleck_Jan Ravnik_34,Jen Affleck_Jan Ravnik_34,Jen Affleck_Jan Ravnik_34,Jordan Chiles_Ezra Sosa (Apolo Anton Ohno week 9)_34,"['Jen Affleck_Jan Ravnik_34', 'Jordan Chiles_Ezra Sosa (Apolo Anton Ohno week 9)_34']",Jen Affleck_Jan Ravnik_34,Jen Affleck_Jan Ravnik_34,Jen Affleck_Jan Ravnik_34,Jordan Chiles_Ezra Sosa (Apolo Anton Ohno week 9)_34,1,1
34_8,34,8,8,Danielle Fishel_Pasha Pashkov_34,"['Danielle Fishel_Pasha Pashkov_34', 'Alix Earle_Val Chmerkovskiy (Joey Graziadei week 9)_34']",Danielle Fishel_Pasha Pashkov_34,Danielle Fishel_Pasha Pashkov_34,Alix Earle_Val Chmerkovskiy (Joey Graziadei week 9)_34,Danielle Fishel_Pasha Pashkov_34,"['Danielle Fishel_Pasha Pashkov_34', 'Robert Irwin_Witney Carson (Xoshitl Gomez week 9)_34']",Danielle Fishel_Pasha Pashkov_34,Danielle Fishel_Pasha Pashkov_34,Danielle Fishel_Pasha Pashkov_34,Robert Irwin_Witney Carson (Xoshitl Gomez week 9)_34,1,1
34_9,34,9,7,Andy Richter_Emma Slater/Kaitlyn Bristowe (week 9)_34,"['Andy Richter_Emma Slater/Kaitlyn Bristowe (week 9)_34', 'Jordan Chiles_Ezra Sosa (Apolo Anton Ohno week 9)_34']",Andy Richter_Emma Slater/Kaitlyn Bristowe (week 9)_34,Andy Richter_Emma Slater/Kaitlyn Bristowe (week 9)_34,Jordan Chiles_Ezra Sosa (Apolo Anton Ohno week 9)_34,Andy Richter_Emma Slater/Kaitlyn Bristowe (week 9)_34,"['Andy Richter_Emma Slater/Kaitlyn Bristowe (week 9)_34', 'Jordan Chiles_Ezra Sosa (Apolo Anton Ohno week 9)_34']",Andy Richter_Emma Slater/Kaitlyn Bristowe (week 9)_34,Andy Richter_Emma Slater/Kaitlyn Bristowe (week 9)_34,Jordan Chiles_Ezra Sosa (Apolo Anton Ohno week 9)_34,Andy Richter_Emma Slater/Kaitlyn Bristowe (week 9)_34,1,1
3_1,3,1,11,Tucker Carlson_Elena Grinenko_3,"['Tucker Carlson_Elena Grinenko_3', 'Shanna Moakler_Jesse DeSoto_3']",Tucker Carlson_Elena Grinenko_3,Tucker Carlson_Elena Grinenko_3,Tucker Carlson_Elena Grinenko_3,Shanna Moakler_Jesse DeSoto_3,"['Tucker Carlson_Elena Grinenko_3', 'Shanna Moakler_Jesse DeSoto_3']",Tucker Carlson_Elena Grinenko_3,Tucker Carlson_Elena Grinenko_3,Tucker Carlson_Elena Grinenko_3,Shanna Moakler_Jesse DeSoto_3,1,1
3_2,3,2,10,Shanna Moakler_Jesse DeSoto_3,"['Shanna Moakler_Jesse DeSoto_3', 'Harry Hamlin_Ashly DelGrosso_3']",Shanna Moakler_Jesse DeSoto_3,Harry Hamlin_Ashly DelGrosso_3,Shanna Moakler_Jesse DeSoto_3,Harry Hamlin_Ashly DelGrosso_3,"['Harry Hamlin_Ashly DelGrosso_3', 'Shanna Moakler_Jesse DeSoto_3']",Harry Hamlin_Ashly DelGrosso_3,Harry Hamlin_Ashly DelGrosso_3,Shanna Moakler_Jesse DeSoto_3,Harry Hamlin_Ashly DelGrosso_3,0,0
3_3,3,3,9,Harry Hamlin_Ashly DelGrosso_3,"['Willa Ford_Maksim Chmerkoskiy_3', 'Harry Hamlin_Ashly DelGrosso_3']",Willa Ford_Maksim Chmerkoskiy_3,Willa Ford_Maksim Chmerkoskiy_3,Harry Hamlin_Ashly DelGrosso_3,Willa Ford_Maksim Chmerkoskiy_3,"['Harry Hamlin_Ashly DelGrosso_3', 'Willa Ford_Maksim Chmerkoskiy_3']",Harry Hamlin_Ashly DelGrosso_3,Harry Hamlin_Ashly DelGrosso_3,Harry Hamlin_Ashly DelGrosso_3,Willa Ford_Maksim Chmerkoskiy_3,0,1
3_4,3,4,8,Vivica A. Fox_Nick Kosovich_3,"['Vivica A. Fox_Nick Kosovich_3', 'Jerry Springer_Kym Johnson_3']",Vivica A. Fox_Nick Kosovich_3,Jerry Springer_Kym Johnson_3,Vivica A. Fox_Nick Kosovich_3,Jerry Springer_Kym Johnson_3,"['Vivica A. Fox_Nick Kosovich_3', 'Willa Ford_Maksim Chmerkoskiy_3']",Vivica A. Fox_Nick Kosovich_3,Vivica A. Fox_Nick Kosovich_3,Willa Ford_Maksim Chmerkoskiy_3,Vivica A. Fox_Nick Kosovich_3,0,1
3_5,3,5,7,Willa Ford_Maksim Chmerkoskiy_3,"['Sara Evans_Tony Dovolani_3', 'Jerry Springer_Kym Johnson_3']",Sara Evans_Tony Dovolani_3,Sara Evans_Tony Dovolani_3,Sara Evans_Tony Dovolani_3,Jerry Springer_Kym Johnson_3,"['Sara Evans_Tony Dovolani_3', 'Jerry Springer_Kym Johnson_3']",Sara Evans_Tony Dovolani_3,Sara Evans_Tony Dovolani_3,Sara Evans_Tony Dovolani_3,Jerry Springer_Kym Johnson_3,0,0
3_7,3,7,5,Jerry Springer_Kym Johnson_3,"['Jerry Springer_Kym Johnson_3', 'Monique Coleman_Louis van Amstel_3']",Jerry Springer_Kym Johnson_3,Jerry Springer_Kym Johnson_3,Jerry Springer_Kym Johnson_3,Monique Coleman_Louis van Amstel_3,"['Jerry Springer_Kym Johnson_3', 'Monique Coleman_Louis van Amstel_3']",Jerry Springer_Kym Johnson_3,Jerry Springer_Kym Johnson_3,Jerry Springer_Kym Johnson_3,Monique Coleman_Louis van Amstel_3,1,1
3_8,3,8,4,Monique Coleman_Louis van Amstel_3,"['Monique Coleman_Louis van Amstel_3', 'Emmitt Smith_Cheryl Burke_3']",Monique Coleman_Louis van Amstel_3,Monique Coleman_Louis van Amstel_3,Monique Coleman_Louis van Amstel_3,Emmitt Smith_Cheryl Burke_3,"['Monique Coleman_Louis van Amstel_3', 'Mario Lopez_Karina Smirnoff_3']",Monique Coleman_Louis van Amstel_3,Monique Coleman_Louis van Amstel_3,Monique Coleman_Louis van Amstel_3,Mario Lopez_Karina Smirnoff_3,1,1
4_2,4,2,11,Paulina Porizkova_Alec Mazo_4,"['Leeza Gibbons_Tony Dovolani_4', 'Paulina Porizkova_Alec Mazo_4']",Leeza Gibbons_Tony Dovolani_4,Leeza Gibbons_Tony Dovolani_4,Leeza Gibbons_Tony Dovolani_4,Paulina Porizkova_Alec Mazo_4,"['Leeza Gibbons_Tony Dovolani_4', 'Paulina Porizkova_Alec Mazo_4']",Leeza Gibbons_Tony Dovolani_4,Leeza Gibbons_Tony Dovolani_4,Leeza Gibbons_Tony Dovolani_4,Paulina Porizkova_Alec Mazo_4,0,0
4_3,4,3,10,Shandi Finnessey_Brian Fortuna_4,"['Clyde Drexler_Elena Grinenko_4', 'Shandi Finnessey_Brian Fortuna_4']",Clyde Drexler_Elena Grinenko_4,Clyde Drexler_Elena Grinenko_4,Clyde Drexler_Elena Grinenko_4,Shandi Finnessey_Brian Fortuna_4,"['Clyde Drexler_Elena Grinenko_4', 'Shandi Finnessey_Brian Fortuna_4']",Clyde Drexler_Elena Grinenko_4,Clyde Drexler_Elena Grinenko_4,Clyde Drexler_Elena Grinenko_4,Shandi Finnessey_Brian Fortuna_4,0,0
4_4,4,4,9,Leeza Gibbons_Tony Dovolani_4,"['Clyde Drexler_Elena Grinenko_4', 'Leeza Gibbons_Tony Dovolani_4']",Clyde Drexler_Elena Grinenko_4,Clyde Drexler_Elena Grinenko_4,Clyde Drexler_Elena Grinenko_4,Leeza Gibbons_Tony Dovolani_4,"['Clyde Drexler_Elena Grinenko_4', 'Leeza Gibbons_Tony Dovolani_4']",Clyde Drexler_Elena Grinenko_4,Clyde Drexler_Elena Grinenko_4,Clyde Drexler_Elena Grinenko_4,Leeza Gibbons_Tony Dovolani_4,0,0
4_5,4,5,8,Clyde Drexler_Elena Grinenko_4,"['Clyde Drexler_Elena Grinenko_4', 'Heather Mills_Jonathan Roberts_4']",Clyde Drexler_Elena Grinenko_4,Clyde Drexler_Elena Grinenko_4,Clyde Drexler_Elena Grinenko_4,Heather Mills_Jonathan Roberts_4,"['Clyde Drexler_Elena Grinenko_4', 'Heather Mills_Jonathan Roberts_4']",Clyde Drexler_Elena Grinenko_4,Clyde Drexler_Elena Grinenko_4,Clyde Drexler_Elena Grinenko_4,Heather Mills_Jonathan Roberts_4,1,1
